CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_AMBITO|C_NOM_TIPO_ASEN|CV_ASEN|C_NOM_ASEN|C_NOM_VIALIDAD|N_EXTNUM|CV_CODIGO_POSTAL|LATITUD|LONGITUD|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V6|V990|V7|V11|V12|V13|V14|V15|V16|V17|V18|V19|V991|V20|V24|V25|V26|V27|V28|V29|V30|V31|V32|V992|V33|V37|V38|V39|V974|V40|V41|V42|V43|V44|V45|V993|V46|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V1065|V1066|V1067|V1068|V1069|V1070|V1071|V1072|V1073|V1074|V1075|V1076|V1077|V1078|V1079|V1080|V1081|V1082|V1083|V1084|V1085|V1086|V1087|V1088|E1089|V1090|V1091|V1092|V1093|V1094|V1095|V1096|V1097|V1098|V1099|V1100|V1101|V1102|V1103|V1104|V1105|V1106|V1107|V1108|V1109|V1110|E1111|V1112|V1113|V1114|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V977|V139|V140|V141|V142|V978|V143|V144|V145|V146|V979|V147|V148|V149|V150|V980|V151|V152|V153|V981|V154|V155|V156|V982|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|V167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|V178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|V189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|V216|V217|V218|V219|V220|V221|V222|V223|V224|V225|V226|V227|V228|V229|V230|V231|V232|V233|V234|V235|V236|V237|V238|V239|V240|V241|V242|V243|V244|V245|V246|V247|V248|V249|V250|V251|V252|V253|V254|V255|V256|V257|V258|V259|V260|V261|V262|V263|V264|V265|V266|V267|V268|V269|V270|V271|V272|V273|V274|V275|V276|V277|V278|V279|V280|V281|V282|V283|V284|V285|V286|V287|V288|V289|V290|V291|V292|V293|V294|V295|V296|V297|V298|V299|V300|V301|V302|V303|V304|V305|V306|V307|V308|V309|V310|V311|V312|V313|V314|V315|V316|V317|V318|V319|V320|V321|V322|V323|V324|V325|V326|V327|V328|V329|V330|V331|V332|V333|V334|V335|V336|V337|V338|V339|V376|V377|V378|V379|V380|V381|V382|V383|V384|V385|V386|V387|V388|V389|V390|V391|V392|V393|V394|V395|V396|V397|V398|V399|V400|V401|V402|V403|V404|V405|V406|V407|V408|V409|V410|V411|V412|V413|V414|V415|V416|V417|V418|V419|V420|V421|V422|V423|V994|V995|V996|V997|V998|V999|V1000|V1001|V1002|V1003|V1004|V1005|V1006|V1007|V1008|V1009|V1010|V1011|V1012|V1013|V1014|V1015|V1016|V1017|V1018|V1019|V1020|V1021|V1022|V1023|V1024|V1025|V1026|V1027|V1028|V1029|V1030|V1031|V1032|V1033|V1034|V1035|V1036|V1037|V1038|V1039|V1040|V1041|V1042|V1043|V1044|V1045|V1046|V1047|V1048|V1049|V1050|V1051|V1052|V1053|V1054|V1055|V1056|V1057|V1058|V1059|V1060|V1061|V1062|V1063|V1064|V424|V425|V426|V427|V428|V429|V430|V431|V432|V433|V434|V435|V436|V437|V438|V439|V440|V441|V442|V443|V444|V445|V446|V447|V448|V449|V450|V451|V452|V453|V454|V455|V456|V457|V458|V459|V460|V461|V462|V463|V464|V465|V466|V467|V468|V469|V470|V471|V472|V473|V474|V475|V476|V477|V478|V479|V480|V481|V482|V483|V484|V485|V486|V487|V488|V489|V490|V491|V492|V493|V494|V495|V496|V497|V498|V499|V500|V501|V502|V503|V504|V505|V506|V507|V508|V509|V510|V511|V512|V513|V514|V515|V516|V517|V518|V519|V520|V521|V522|V523|V524|V525|V526|V527|V528|V529|V530|V531|V532|V533|V534|V535|V536|V537|V538|V539|V540|V541|V542|V543|V544|V545|V546|V547|V548|V549|V550|V551|V552|V553|V554|V555|V556|V557|V558|V559|V560|V561|V562|V563|V564|V565|V566|V567|V568|V569|V570|V571|V572|V573|V574|V575|V576|V577|V578|V579|V580|V581|V582|V583|V584|V585|V586|V587|V588|V589|V590|V591|V592|V593|V594|V595|V596|V597|V598|V599|V600|V601|V602|V603|V604|V605|V606|V607|V608|V609|V610|V611|V612|V613|V614|V615|V616|V617|V618|V619|V620|V621|V622|V623|V624|V625|V626|V627|V628|V629|V630|V631|V632|V633|V634|V635|V636|V637|V638|V639|V640|V641|V642|V643|V644|V645|V646|V647|V648|V649|V650|V651|V652|V653|V654|V655|V656|V657|V658|V659|V660|V661|V662|V663|V664|V665|V666|V667|V668|V669|V670|V671|V672|V673|V674|V675|V676|V677|V678|V679|V680|V681|V682|V683|V684|V685|V686|V687|V688|V689|V690|V691|V692|V693|V694|V695|V696|V697|V698|V699|V700|V701|V702|V703|V704|V705|V706|V707|V708|V709|V710|V711|V712|V713|V714|V715|V716|V717|V718|V719|V720|V721|V722|V723|V724|V725|V726|V727|V728|V729|V730|V731|V732|V733|V734|V735|V736|V737|V738|V739|V740|V741|V742|V743|V744|V745|V746|V747|V748|V749|V750|V751|V752|V753|V754|V755|V756|V757|V758|V759|V760|V761|V762|V763|V764|V765|V766|V767|V768|V769|V770|V771|V772|V773|V774|V775|V776|V777|V778|V779|V780|V781|V782|V783|V784|V785|V786|V787|V788|V789|V790|V791|V792|V793|V794|V795|V796|V797|V798|V799|V800|V801|E802|V803|V804|V805|V806|V807|V808|V809|V810|V811|V812|V813|V814|V815|V816|V817|V818|V819|V820|E821|V822|V823|V824|V825|V826|V827|V828|V829|V830|V831|V832|V833|V834|V835|V836|V837|V838|V839|E840|V841|V842|V843|V844|V845|V846|V847|V848|V849|V850|V851|V852|V853|V854|V855|V856|V857|V858|V859|V860|V861|V862|V863|V864|V865|V866|V867|V868|V869|V870|V871|V872|V873|V874|V875|V876|V877|V878|V879|V880|V881|V882|V883|V884|V885|V886|V887|V888|V889|V890|V891|V892|V893|V894|V895|V896|V897|V898|E899|E900|E901|V902|V903|V904|V905|V906|V907|V908|V909|V910|V911|V912|V913|V914|V915|V935|V936|V937|V938|V939|V940|V941|V942|V943|V944|V945|V983|V984|V985|V986|V987|V988|E989|V962|V963|V964|V965|V966|V967|FECHA_ENTREGA|C_OBSERVACION|
04DJN0001B|1|MATUTINO|CAROLINA AZCARRAGA GARCIA|04|CAMPECHE|04|CAMPECHE|003|CARMEN|0001|CIUDAD DEL CARMEN|URBANO|ZONA FEDERAL|0038|MANIGUA|CALLE JUAN ESCUTIA|20|24187|18.632376|-91.818295|PÚBLICO|FEDERAL TRANSFERIDO|2|BÁSICA|1|PREESCOLAR|1|GENERAL|0|NO APLICA|0|NO APLICA|04FZP0008S|04FJZ0002D|04ADG0007E|0|11|7|18|1|0|0|0|0|0|0|0|19|23|42|3|0|0|0|0|0|0|0|35|33|68|3|0|0|0|0|0|0|0|0|65|63|128|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|65|62|127|0|0|0|65|63|128|0|0|0|0|0|0|0|1|1|bienestar|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|1|1|0|8|0|0|0|8|0|9|0|0|0|9|0|17|0|0|0|17|0|28|0|0|28|0|32|0|0|32|0|60|0|0|60|0|31|0|31|0|34|0|34|0|65|0|65|0|8|28|31|0|67|0|9|32|34|0|75|0|17|60|65|0|142|1|3|3|0|7|67|75|142|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|6|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|67|75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|67|75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|7|1|0|0|0|0|0|2|0|11|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||2|0|2|1|3|3|0|7|6|0|0|0|0|0|7|1|3|3|0|7|0|1|0|0|1|0|0|0|0|0|0||0|1|0|1|0|0|05/11/2025|Nuestro Jardín de niños requiere e la construcción de un aula, ya que llevamos años en que un docente hace uso de un espacio adaptado para dar clases a sus niños, siendo que este resulta inapropiado ya que es la cocina   representa un riesgo físico pasa alumnos que presentan alguna condición especial.  De igual amanera para fortalecer sus aprendizajes de lenguaje nos hace falta un maestro de artes. Esperamos nuestras observaciones realmente sean consideradas de manera positiva.|
04DJN0002A|1|MATUTINO|MARGARITA MAZA DE JUAREZ|04|CAMPECHE|04|CAMPECHE|002|CAMPECHE|0001|SAN FRANCISCO DE CAMPECHE|URBANO||0427|SAN JOSÉ|CALLE 18|0|00000|19.832784|-90.547023|PÚBLICO|FEDERAL TRANSFERIDO|2|BÁSICA|1|PREESCOLAR|1|GENERAL|0|NO APLICA|0|NO APLICA|04FZP0002Y|04FJZ0001E|04ADG0007E|0|2|7|9|1|0|0|0|0|1|0|1|10|12|22|1|0|0|0|0|1|0|2|15|6|21|1|0|0|0|0|0|0|3|0|27|25|52|3|0|0|0|0|2|0|6|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|25|52|8|0|0|27|25|52|8|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|4|0|0|0|0|4|2|0|0|0|0|2|6|0|0|0|0|6|10|0|0|0|10|9|0|0|0|9|19|0|0|0|19|10|0|0|10|12|0|0|12|22|0|0|22|4|10|10|0|0|24|2|9|12|0|0|23|6|19|22|0|0|47|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|2|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2|1|3|2|0|2|5|1|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|1|1|2|3|1|4|3|0|3|2|1|3|4|1|5|9|2|11|0|0|0|0|0|0|0|0|0|24|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2|1|0|0|0|0|0|2|1|7|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|Aux. Admvo|||2|1|3|0|0|1|1|2|6|0|0|0|0|0|3|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0||1|0|0|0|0|0|16/10/2025||
04DJN0003Z|1|MATUTINO|CONCEPCION GONZALEZ NARANJO|04|CAMPECHE|04|CAMPECHE|003|CARMEN|3452|EL PITAL|RURAL|AEROPUERTO|0001|PITAL NUEVO|CALLE NINGUNO|0|24315|18.598611|-91.032500|PÚBLICO|FEDERAL TRANSFERIDO|2|BÁSICA|1|PREESCOLAR|1|GENERAL|0|NO APLICA|0|NO APLICA|04FZP0025I|04FJZ0003C|04ADG0007E|0|4|6|10|0|0|0|0|0|0|0|0|10|3|13|0|0|0|0|0|0|0|0|6|5|11|1|0|0|0|0|0|0|0|1|20|14|34|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|14|34|0|0|0|20|14|34|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|2|8|0|0|0|10|1|2|0|0|0|3|3|10|0|0|0|13|2|3|0|0|5|3|4|0|0|7|5|7|0|0|12|3|8|0|11|0|3|0|3|3|11|0|14|2|10|6|8|0|26|1|5|4|3|0|13|3|15|10|11|0|39|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|26|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|4|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||0|1|1|0|0|1|1|2|2|0|0|0|0|0|2|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0||0|1|1|0|0|0|08/10/2025||
04DJN0004Z|1|MATUTINO|EDUCACION Y PATRIA|04|CAMPECHE|04|CAMPECHE|009|ESCÁRCEGA|0268|LUNA|RURAL|AEROPUERTO|0001|LUNA|CALLE NINGUNO|0|24357|18.296111|-90.900000|PÚBLICO|FEDERAL TRANSFERIDO|2|BÁSICA|1|PREESCOLAR|1|GENERAL|0|NO APLICA|0|NO APLICA|04FZP0009R|04FJZ0003C|04ADG0007E|0|0|0|0|0|0|0|0|0|0|0|0|4|3|7|1|0|0|0|0|0|0|0|8|12|20|1|0|0|0|0|0|0|0|0|12|15|27|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|1|1|1|0|1|0|0|1|2|2|2|0|1|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|8|15|0|0|0|5|7|12|0|0|0|12|15|27|0|0|0|0|0|0|7|8|15|BENITO JUAREZ|7|8|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||7|8|15|0|1|0|0|0|1|0|1|0|0|0|1|0|2|0|0|0|2|0|5|0|0|5|0|4|0|0|4|0|9|0|0|9|0|9|0|9|0|14|0|14|0|23|0|23|0|1|5|9|0|15|0|1|4|14|0|19|0|2|9|23|0|34|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||0|0|0|0|0|1|1|2|0|0|0|0|0|0|3|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0||1|0|0|0|0|0|05/11/2025||
