CCT_INS_PLA|CV_TURNO|C_TURNO|NOMBRE_INS_PLA|CV_ENT_ADMNISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_MOTIVO|C_MOTIVO|PERIODO|V1|V2|V5|V6|V7|V8|V9|V10|V11|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V632|V92|V93|V94|V95|V96|V97|V98|V688|V689|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|V167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|V178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|V189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|V216|V217|V218|V219|V220|V229|V230|V231|V232|V233|V234|V235|V236|V237|V238|V239|V240|V241|V242|V243|V244|V245|V246|V247|V248|V249|V250|V251|V252|V253|V254|V255|V256|V257|V258|V259|V260|V261|V262|V263|V264|V265|V266|V267|V268|V269|V270|V271|V272|V273|V274|V275|V276|V277|V278|V279|V280|V281|V282|V283|V690|V284|V285|V286|V287|V288|V289|V290|V691|V291|V292|V293|V294|V295|V296|V297|V692|V298|V299|V300|V301|V302|V303|V304|V693|V305|V306|V307|V308|V309|V310|V311|V694|V312|V313|V314|V315|V316|V317|V318|V695|V319|V320|V321|V322|V323|V324|V325|V696|V326|V327|V328|V329|V330|V331|V332|V697|V333|V334|V335|V336|V337|V338|V339|V698|V340|V341|V342|V343|V344|V345|V346|V699|V347|V348|V349|V350|V351|V352|V353|V700|V354|V355|V356|V357|V358|V359|V360|V701|V361|V362|V363|V364|V365|V366|V367|V702|V368|V369|V370|V371|V372|V373|V374|V703|V375|V376|V377|V378|V379|V380|V381|V704|V382|V383|V384|V385|V386|V387|V388|V705|V389|V390|V391|V392|V393|V394|V395|V706|V396|V397|V398|V399|V400|V401|V402|V707|V403|V404|V405|V406|V407|V408|V409|V708|V410|V411|V412|V413|V414|V415|V416|V709|V417|V418|V419|V420|V421|V422|V423|V424|V425|V426|V427|V428|V429|V430|V431|V432|V433|V434|V710|V711|V712|V713|V714|V715|V716|V717|V718|V719|V720|V721|V722|V723|V724|V725|V726|V727|V728|V729|V730|V731|V732|V733|V734|V735|V736|V737|V738|V739|V740|V741|V742|V743|V744|V745|V746|V747|V748|V749|V750|V751|V752|V753|V754|V755|V756|V757|V758|V759|V760|V761|V762|V763|V764|V765|V766|V767|V768|V769|V770|V771|V772|V773|V774|V775|V776|V777|V778|V779|V780|V781|V782|V783|V784|V785|V786|V787|V788|V789|V790|V791|V792|V793|V794|V795|V796|V797|V798|V799|V800|V801|V802|V803|V804|V805|V806|V807|V808|V809|V810|V811|V812|V813|V814|V815|V816|V817|V818|V819|V820|V821|V822|V823|V824|V825|V826|V827|V828|V829|V435|V436|V437|V438|V439|V440|V441|V442|V443|V444|V445|V446|V447|V448|V449|V450|V451|V452|V453|V454|V455|V456|V457|V458|V459|V460|V461|V462|V463|V464|V465|V466|V467|V468|V469|V470|V471|V633|V472|V634|V473|V635|V474|V636|V475|V637|V476|V638|V477|V478|V479|V480|V481|V482|V483|V484|V485|V486|V487|V488|V489|V490|V491|V492|V493|V494|V495|V496|V497|V498|V499|V500|V501|V502|V503|V504|V505|V506|V507|V508|V509|V510|V511|V512|V513|V514|V515|V516|V517|V518|V519|V520|V521|V522|V523|V524|V525|V526|V527|V528|V529|V530|V531|V532|V533|V534|V535|V536|V537|V538|V539|V540|V541|V542|V543|V544|V545|V546|V547|V548|V549|V550|V551|V552|V553|V554|V555|V556|V557|V558|V559|V560|V561|V562|V563|V564|V565|V566|V567|V568|V569|V570|V571|V572|V573|V574|V575|V576|V577|V578|V579|V580|V581|V582|V639|V640|V641|V642|V643|V644|V645|V646|V647|V648|V649|V650|V651|V652|V653|V654|V655|V656|V657|V658|V659|V660|V661|V662|V663|V664|V665|V666|V667|V668|V669|V670|V671|V672|V673|V674|V675|V676|V677|V678|V679|V680|V681|V682|V683|V684|V685|V686|V687|V583|V584|V585|V586|V587|V588|V589|V590|V591|V592|V593|V594|V595|V596|V597|V598|V599|V600|V601|V602|V603|V604|V605|V606|V607|V608|V609|V610|V611|V612|V613|V614|V615|V616|V617|V618|V619|V620|V621|V622|V623|V624|V625|V626|V627|V628|V629|V630|V631|V830|V831|V832|V833|V834|V835|V836|V837|V838|V839|V840|V841|V842|V843|V844|V845|FECHA_ENTREGA|C_OBSERVACION|
06MSU0002H|4|DISCONTINUO|UNIVERSIDAD MULTITECNICA PROFESIONAL|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE RIO MARABASCO|449|PRIVADO|PRIVADO|0||2025|0|0|1|40|0|0|40|0|0|2|865|1|36|901|1|0|1|0|0|7|10|17|0|0|0|0|0|0|0|8|10|18|0|0|4|1|5|0|0|29|20|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|15|26|0|0|2|5|7|0|0|46|41|87|0|0|54|51|105|0|0|0|0|0|0|0|0|1200|5300|0|6500|1200|0|0|1800|3400|6400|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|36|1|1|44|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|2|0|0|86|0|0|86|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|2|0|0|40|0|0|40|0|0|2|0|0|2|0|0|81|0|0|81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|3|0|0|44|18|0|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|110|141|251|0|0|2|16|2|18|0|0|0|0|0|0|0|0|9|126|143|269|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|97|160|0|0|0|0|0|0|0|0|0|0|0|0|63|97|160|0|0|44|76|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|44|76|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|1|0|1|1|0|1|0|2025-10-27||
06MSU0003G|4|DISCONTINUO|INSTITUTO SUPERIOR DE EDUCACIÓN NORMAL DEL ESTADO DE COLIMA "PROFR. GREGORIO TORRES QUINTERO"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|AVENIDA DE LOS MAESTROS|0|PÚBLICO|ESTATAL|0||2025|0|0|3|995|0|0|995|0|0|0|0|1|4|4|0|3|3|0|0|27|31|58|0|0|9|1|10|0|0|36|35|71|0|0|1|2|3|0|0|53|95|148|0|0|5|3|8|0|0|0|0|0|0|0|0|0|0|0|0|25|18|43|0|0|18|0|18|0|0|102|118|220|0|0|138|153|291|0|0|0|0|0|0|8833|4022|520|171|180|13726|468|87|516|4741|7914|13726|1|0|2|23|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|21|0|0|0|8|4|4|8|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|4|0|0|0|0|1|0|1|1|0|0|0|0|13|8|5|13|0|0|0|0|0|0|0|0|0|0|0|0|8|5|3|8|0|0|0|0|0|0|0|0|0|0|0|0|5|3|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|8|5|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|6|3|9|0|0|0|8|5|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|3|4|7|0|0|0|0|5|4|1|5|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|8|5|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|8|7|1|8|0|0|0|0|2|0|2|2|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|13|8|5|13|0|0|1|10|14|22|20|67|1|0|0|0|0|0|25|0|0|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|72|0|0|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|67|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|67|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|171|768|939|0|0|0|0|0|0|0|0|0|0|0|0|171|768|939|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|1|0|1|1|0|0|1|2025-10-31||
06MSU0004F|4|DISCONTINUO|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE 5 DE MAYO|87|PRIVADO|PRIVADO|0||2025|0|0|2|640|0|0|640|0|0|2|1007|1|37|1044|8|2|10|10|0|22|9|31|0|0|0|0|0|0|0|30|11|41|10|0|1|6|7|0|0|95|60|155|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|7|19|26|0|0|4|3|7|0|0|108|89|197|0|0|138|100|238|10|0|0|0|0|0|0|0|27561600|82352100|8230900|118144600|24902880|0|0|32688960|36735688|94327528|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2|0|0|0|0|2|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2|0|0|0|0|2|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2|0|0|40|10|8|4|6|68|0|0|0|0|0|0|0|0|5|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|3|60|0|0|0|0|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|20|40|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|20|40|60|0|0|1|60|1|50|1|35|0|0|0|0|3|145|0|0|0|0|0|70|100|170|0|0|0|0|0|0|0|0|0|0|0|0|70|100|170|0|0|0|0|0|0|0|15|19|34|0|0|40|90|130|0|0|0|0|0|0|0|55|109|164|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|3|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|3|0|6|0|0|10|0|23|0|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|23|0|33|1|0|1|0|0|1|0|1|1|0|0|1|1|0|0|1|2025-10-31||
06MSU0005E|4|DISCONTINUO|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|AVENIDA SAN FERNANDO|460|PRIVADO|PRIVADO|0||2025|0|0|1|202|1|68|270|0|0|1|109|0|0|109|1|0|1|0|0|4|16|20|0|0|3|4|7|0|0|8|20|28|0|0|1|0|1|0|0|54|37|91|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|4|16|20|0|0|3|4|7|0|0|62|58|120|0|0|70|78|148|0|0|0|0|0|0|0|0|15547|2272|3031|20850|4453|0|0|5047|11229|20729|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|50|12|8|5|5|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|3|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3|0|0|0|0|60|46|0|0|0|0|0|0|60|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|5|11|0|0|10|12|22|0|0|2|2|4|0|0|18|19|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|14|4|23|0|0|7|0|1|0|8|0|0|4|0|0|0|4|0|0|4|0|1|0|5|0|0|4|0|0|0|4|0|0|1|0|5|1|7|0|0|25|0|21|5|51|0|0|10|0|36|0|46|0|0|16|0|0|0|16|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|2|0|4|0|6|0|0|3|0|13|81|97|0|0|32|0|53|81|166|1|0|1|0|1|0|1|0|1|0|1|0|1|0|1|0|2025-10-21||
06MSU0006D|4|DISCONTINUO|UNIVERSIDAD UNIVER|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE AQUILES SERDAN|549|PRIVADO|PRIVADO|0||2025|0|0|2|175|2|74|249|0|0|1|176|0|0|176|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|49|25|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|10|14|0|0|0|1|1|0|0|54|37|91|0|0|54|37|91|0|0|0|0|0|0|0|0|9770428|734386|0|10504814|2761532|0|1432928|6310353|0|10504813|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|35|15|10|0|0|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|38|22|60|0|0|0|0|0|0|0|0|0|0|0|0|38|22|60|0|0|0|0|0|0|0|18|10|28|0|0|15|17|32|0|0|0|0|0|0|0|33|27|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|1|1|0|0|1|1|0|1|0|2025-10-29||
06MSU0007C|4|DISCONTINUO|UNIVERSIDAD ITECCE|06|COLIMA|06|COLIMA|007|MANZANILLO|0001|MANZANILLO|CALLE ROSA MORADA|125|PRIVADO|PRIVADO|0||2025|0|0|1|375|0|0|375|0|0|2|1828|1|67|1895|1|4|5|0|0|8|25|33|0|0|3|5|8|0|0|12|34|46|0|0|2|4|6|0|0|68|50|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|26|36|0|0|4|5|9|0|0|84|85|169|0|0|96|119|215|0|0|0|0|0|0|0|0|47387|0|0|47387|5732|157|0|10202|24665|40756|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|160|350|510|0|0|0|0|0|0|0|0|0|0|0|0|160|350|510|0|0|0|0|0|0|0|0|0|0|0|0|160|350|510|0|0|0|0|0|0|0|160|350|510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|0|0|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|0|5|0|20|0|0|0|0|20|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|0|20|0|40|0|1|1|0|0|1|0|1|0|1|0|1|0|1|0|1|2025-10-31||
