CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V134|V135|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V136|V137|V124|V125|V126|V140|V141|V142|V127|V128|V129|V130|V131|V132|E133|V138|V139|FECHA_ENTREGA|C_OBSERVACION|
06FIC0050L|4|DISCONTINUO|EL ALGODONAL EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|004|COQUIMATLÁN|0004|EL ALGODONAL|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|0|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|1|0|0|0|0|0|5|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0051K|4|DISCONTINUO|EL BORDO EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|002|COLIMA|0058|EL BORDO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|2|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|5|0|0|0|1|1|1|2|3|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0052J|4|DISCONTINUO|EL CÓBANO EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|005|CUAUHTÉMOC|0009|EL CÓBANO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|4|0|0|0|0|0|2|0|2|2|1|3|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0053I|4|DISCONTINUO|EL NARANJAL EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|010|VILLA DE ÁLVAREZ|0024|EL NARANJAL|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|5|0|0|0|0|0|2|0|2|1|1|2|1|0|1|0|0|0|4|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0054H|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL LA LIMA|06|COLIMA|06|COLIMA|010|VILLA DE ÁLVAREZ|0070|LA LIMA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|3|0|0|0|0|0|1|2|3|2|2|4|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0055G|4|DISCONTINUO|EL PLATANAR EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|008|MINATITLÁN|0113|EL PLATANAR|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|5|0|0|0|0|0|1|0|1|0|2|2|0|1|1|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0056F|4|DISCONTINUO|EL POBLADO EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|004|COQUIMATLÁN|0019|EL POBLADO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|10/12/2025||
06FIC0057E|4|DISCONTINUO|EL PUERTECITO EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|001|ARMERÍA|0034|EL PUERTECITO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|6|0|0|1|1|2|0|0|0|0|2|2|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0058D|4|DISCONTINUO|LOS COLOMOS EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|003|COMALA|0013|LOS COLOMOS|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|2|0|2|0|1|1|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0059C|4|DISCONTINUO|EL SAUZ EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|008|MINATITLÁN|0036|EL SAUZ|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|5|0|0|1|2|3|0|1|1|0|0|0|0|1|1|0|1|1|1|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0060S|4|DISCONTINUO|EL TRAPICHE EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|005|CUAUHTÉMOC|0023|EL TRAPICHE|CALLE BENITO JUÁREZ|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|3|0|0|0|0|0|0|2|2|1|2|3|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0061R|4|DISCONTINUO|JULUAPÁN EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|010|VILLA DE ÁLVAREZ|0015|JULUAPAN|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|1|2|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|10|0|0|1|0|0|0|0|0|10|0|0|0|0|0|6|1|7|0|2|2|0|0|0|0|0|0|6|3|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0062Q|4|DISCONTINUO|LA COCONAL EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|008|MINATITLÁN|0044|LA COCONAL|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|1|4|0|2|0|0|0|0|1|1|1|1|2|2|0|2|0|1|1|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0|2|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0063P|4|DISCONTINUO|LA CUARTA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|009|TECOMÁN|0037|LA CUARTA|CALLE LAGUNA DE CUYUTLÁN|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|4|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|10/12/2025||
06FIC0064O|4|DISCONTINUO|LA LOMA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|008|MINATITLÁN|0017|LA LOMA|AVENIDA IGNACIO ALLENDE|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|0|4|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|4|9|0|0|1|0|0|0|0|0|9|0|0|0|0|0|0|3|3|1|1|2|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0065N|4|DISCONTINUO|LA NOGALERA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|003|COMALA|0057|LA NOGALERA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|7|0|1|1|0|1|1|2|3|2|2|4|0|0|0|1|0|1|5|4|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0066M|4|DISCONTINUO|LA PLAYA (PLAYITA) EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|008|MINATITLÁN|0027|LA PLAYA (LA PLAYITA)|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|5|5|10|0|0|0|0|0|0|0|0|10|0|0|0|0|0|1|0|1|0|2|2|0|1|1|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0067L|4|DISCONTINUO|LA SIDRA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|004|COQUIMATLÁN|0023|LA SIDRA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|5|0|1|0|0|0|0|1|1|0|2|2|1|1|2|0|0|0|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0068K|4|DISCONTINUO|LAS JOYITAS EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|010|VILLA DE ÁLVAREZ|0014|LAS JOYITAS|CALLE LOS PINOS|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|1|6|0|0|0|0|0|0|0|0|6|0|0|1|0|1|3|0|3|1|0|1|0|0|0|0|0|0|5|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0069J|4|DISCONTINUO|LAS PESADAS EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|008|MINATITLÁN|0075|LAS PESADAS|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|5|0|1|1|1|2|1|0|1|0|2|2|1|0|1|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0070Z|4|DISCONTINUO|LAS TUNAS EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|002|COLIMA|0117|LAS TUNAS|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|1|5|0|0|1|0|1|2|0|2|2|0|2|0|0|0|0|0|0|5|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0071Y|4|DISCONTINUO|LOS COLOMOS EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|003|COMALA|0032|EL REMUDADERO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|0|6|0|0|0|1|1|1|0|1|2|2|4|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0072X|4|DISCONTINUO|LOS LIMONES EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|004|COQUIMATLÁN|0016|LOS LIMONES|CALLE INDEPENDENCIA|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|0|5|0|0|0|0|0|1|1|2|2|2|4|1|0|1|0|0|0|4|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0073W|4|DISCONTINUO|LOS ORTICES EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|002|COLIMA|0092|LOS ORTICES|CALLE NIÑOS HÉROES|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|3|0|0|1|1|2|1|1|2|0|1|1|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0074V|4|DISCONTINUO|MONTITLÁN EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|005|CUAUHTÉMOC|0013|MONTITLÁN|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|2|7|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|10/12/2025||
06FIC0075U|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL PINTORES UNO|06|COLIMA|06|COLIMA|003|COMALA|0509|PINTORES|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|4|0|0|0|1|1|1|0|1|1|1|2|0|1|1|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0076T|4|DISCONTINUO|PISCILA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|002|COLIMA|0098|PISCILA|CALLE VENUSTIANO CARRANZA|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|1|2|0|0|0|0|0|0|0|1|6|7|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|11|19|0|0|0|0|0|0|0|0|19|0|0|1|3|4|2|8|10|3|1|4|4|3|7|0|0|0|10|15|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0077S|4|DISCONTINUO|PUERTA DE ÁNZAR EDUCACIÓN INICIAL GRUPO 2|06|COLIMA|06|COLIMA|002|COLIMA|0104|PUERTA DE ÁNZAR|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|0|7|0|0|1|0|1|1|2|3|1|1|2|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0078R|4|DISCONTINUO|AGUA ZARCA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|002|COLIMA|0104|PUERTA DE ÁNZAR|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|19/12/2025||
06FIC0079Q|4|DISCONTINUO|QUESERÍA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|005|CUAUHTÉMOC|0018|QUESERÍA|CALLE CUAUHTÉMOC|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0080F|4|DISCONTINUO|SAN JOAQUÍN EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|005|CUAUHTÉMOC|0021|SAN JOAQUÍN|CALLE CEIBA|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|4|0|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|0|4|0|1|0|1|1|2|0|2|1|0|1|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
