CCT_INS_PLA|CV_TURNO|C_TURNO|NOMBRE_INS_PLA|CV_ENT_ADMNISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_MOTIVO|C_MOTIVO|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V526|V527|V528|V529|V530|V531|V532|V533|V534|V535|V536|V537|V538|V539|V540|V541|V542|V543|V544|V545|V546|V90|V91|V92|E93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|E119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|V167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|V178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|V189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|V216|V217|V218|V219|V220|V221|V222|V223|V224|V225|V226|V227|V228|V229|V230|V231|V232|V233|V234|V235|V236|V237|V238|V239|V240|V241|V242|V243|V244|V245|V246|V247|V248|V249|V250|V251|V252|V253|V254|V255|V256|V257|V258|V259|V260|V261|V262|V263|V264|V265|V266|V267|V268|V269|V270|V271|V272|V273|V274|V275|V276|V277|V278|V279|V280|V281|V282|V283|V284|V285|V286|V287|V288|V289|V290|V291|V292|V293|V294|V295|V296|V297|V298|V299|V300|V301|V302|V303|V304|V305|V306|V307|V308|V309|V310|V311|V312|V313|V314|V315|V316|V317|V318|V319|V320|V321|V322|V323|V324|V325|V326|V327|V328|V329|V330|V331|V332|V333|V334|E335|E336|E337|E338|V339|V340|V341|V342|V343|V344|V345|V346|V347|V348|V349|V350|V351|V352|V353|V354|V355|V356|V357|V358|V359|V360|V361|V362|V363|V364|V365|V366|E367|E368|E369|E370|V371|V372|V373|V374|V375|V376|V377|V378|V379|V380|V381|V382|V383|V384|V385|V386|V387|V388|V389|V390|V391|V392|V393|V394|V395|V396|V397|V398|E399|E400|E401|E402|V403|V404|V405|V406|V407|V408|V409|V410|V411|V412|V413|V414|V415|V416|V417|V418|V419|V420|V421|V422|V423|V424|V425|V426|V427|V428|V429|V430|V431|V432|E526|V433|V547|V434|V548|V435|V549|V436|V550|V437|V551|V438|V552|V439|V553|V440|V441|V442|V443|V444|E445|V446|V447|V448|V449|V450|V451|V452|V453|V454|V455|V456|V457|V458|V459|V460|V461|V462|V463|V464|V465|V466|V467|V468|V469|V470|V471|V472|V473|V474|V475|V476|V477|V478|V479|V480|V481|V482|V483|V484|V485|V486|V487|V488|V489|V490|V491|V492|V493|V494|V495|V496|V497|V498|V499|V500|V501|V502|V503|V504|V505|V506|V507|V508|V509|V510|V511|V512|V513|V514|V515|V516|V517|V518|V519|V520|V521|V522|V523|V524|V525|FECHA_ENTREGA|C_OBSERVACION|
06MMS0002Z|4|DISCONTINUO|CENTRO DE EDUCACIÓN ARTÍSTICA "JUAN RULFO"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|AVENIDA NIÑOS HÉROES DE CHAPULTEPEC|151|PÚBLICO|FEDERAL|0||2025|0|0|0|1|156|27|0|0|0|0|0|0|0|0|0|0|0|1|156|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|156|27|0|27|5|6|11|3|1|4|1|0|1|0|5|5|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|1|1|0|0|12|14|26|0|0|6|5|11|0|0|0|0|0|0|0||18|20|38|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|2|6|8|0|0|0|0|0|0|10|7|17|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|12|15|27|2|8|10|10|5|15|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|12|15|27|0|0|0|0|0|0|0|3|3|2|3|5|3|1|4|3|1|4|0|4|4|2|2|4|2|0|2|0|1|1|12|15|27|3|2|5|3|3|6|4|3|7|0|1|1|1|1|2|1|3|4|0|2|2|12|15|27|1|0|1|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|8|8|0|0|0|17|17|0|0|0|1|1|0|0|0|27|27|1|0|Tutorías grupales para fomentar hábitos, integración y preventivas||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|9|0|9|0|0|0|0|0|11|0|11|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|21|1|0|06MMS0002Z|17|0|0|0|3|0|19|0|85|0|0|0|124|0|0|0|2|1|1|PROGRAMA NACIONAL SALAS DE LECTURA (ABIERTO AL PÚBLICO EN GENERAL)|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2025-10-30||
06MMS0003Y|4|DISCONTINUO|CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 12|06|COLIMA|06|COLIMA|007|MANZANILLO|0001|MANZANILLO|CALLE INGENIERO ARMANDO OCHOA|85|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|7|290|158|0|0|0|0|0|0|1|191|8|481|158|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|481|158|49|207|70|29|99|0|0|0|57|20|77|0|0|0|6|6|12|0|0|0|0|1|1|5|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|Solo indicaron motivos personales|0|1|1|0|0|0|0|0|0|0|12|17|29|0|0|13|15|28|0|0|0|0|0|0|0||25|33|58|0|0|0|1|0|0|0|1|0|0|2|1|3|0|0|0|7|1|1|13|3|1|2|1|2|2|2|0|13|0|0|0|0|0|0|1|0|1|4|5|2|1|2|10|4|1|29|1|12|13|0|0|0|0|1|1|1|0|1|2|0|2|1|4|5|7|0|7|0|0|0|0|0|0|0|0|0|12|17|29|0|0|0|0|2|2|2|0|2|3|0|3|0|10|10|2|4|6|0|0|0|1|1|2|2|0|2|2|0|2|12|17|29|2|2|4|6|3|9|0|2|2|2|3|5|0|2|2|0|5|5|2|0|2|12|17|29|0|0|0|0|0|0|5|0|5|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|2|7|0|0|0|0|0|0|0|0|0|1|0|1|0|2|4|0|7|0|11|4|3|4|0|11|0|0|0|0|0|9|3|12|0|24|1|0|GRUPALES E INDIVIDUALES||||14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|29|1|25|4|4|0|0|0|6|0|4|2|2|0|0|0|4|0|2|2|2|0|0|0|1|0|3|1|0|06DCM0001R|15|0|0|0|3|0|1|0|7|0|1|0|27|0|7|2|3|1|0||13|95|34|129|1|2|3|0|0|0|0|0|0|96|36|132|0|0|0|2|3|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|0|1|0|0|9|0|0|7|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|13|2|4|0|0|21|2025-11-18||
06MMS0004X|4|DISCONTINUO|"CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 19 ""MIGUEL HIDALGO Y COSTILLA"""|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|AVENIDA GONZALO DE SANDOVAL|330|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|27|685|319|0|0|0|0|0|0|2|522|29|1207|319|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|1207|319|32|351|64|44|108|2|3|5|59|38|97|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0||0|1|1|0|0|4|3|7|0|0|36|27|63|0|0|21|30|51|0|0|0|0|0|0|0||61|61|122|0|0|0|1|1|1|1|0|0|0|4|3|3|1|1|0|3|0|0|11|4|1|7|1|18|9|5|10|55|0|0|0|0|0|0|0|0|0|7|5|9|3|19|12|5|10|70|6|5|11|7|6|13|4|8|12|3|4|7|3|3|6|6|3|9|10|1|11|1|0|1|0|0|0|0|0|0|40|30|70|0|0|0|0|2|2|4|3|7|6|5|11|4|3|7|10|7|17|4|4|8|7|4|11|1|1|2|4|1|5|40|30|70|8|6|14|5|8|13|4|4|8|4|4|8|8|3|11|7|4|11|4|1|5|40|30|70|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|1|1|0|0|0|1|2|1|0|4|6|2|3|0|11|5|8|27|15|55|0|0|0|0|0|12|12|31|15|70|1|0|TUTORÍA ACADÉMICA|ORIENTACIÓN VOCACIONAL|TUTORÍA GRUPAL|TUTORÍA ENTRE PARES|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|22|0|22|0|0|0|0|0|3|0|3|0|0|0|0|0|2|0|2|0|0|0|0|0|1|0|3|1|0|06BBE0005H|13|6|0|0|1|0|2|0|4|2|4|2|24|10|2|1|2|1|0||6|25|21|46|97|104|201|0|0|0|28|33|61|150|158|308|2|3|6|5|28|1|7|52|0|0|7|0|0|0|2|9|0|1|16|3|1|0|4|25|1|2|12|4|0|0|2|21|0|0|0|0|0|0|0|0|0|1|2|1|11|0|3|18|0|1|2|1|11|0|3|18|3|8|45|14|51|1|21|143|2025-10-27||
06MMS0005W|4|DISCONTINUO|CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y SERVICIOS NUM. 84|06|COLIMA|06|COLIMA|007|MANZANILLO|0001|MANZANILLO|CALLE CONCHA NACAR|148|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|13|522|239|0|0|0|0|0|0|1|324|14|846|239|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|846|239|8|247|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|3|2|5|0|0|15|15|30|0|0|0|0|0|0|0|0|0|0|0|0||18|17|35|0|0|1|0|0|0|0|1|0|0|2|1|3|0|1|3|2|2|2|14|4|3|2|0|3|4|2|1|19|0|0|0|0|0|0|0|0|0|6|6|2|1|6|7|4|3|35|3|5|8|0|2|2|0|0|0|9|0|9|1|0|1|0|1|1|5|4|9|0|1|1|0|4|4|0|0|0|18|17|35|0|0|0|1|1|2|0|0|0|5|6|11|1|2|3|1|1|2|5|1|6|2|1|3|1|3|4|2|2|4|18|17|35|3|3|6|4|4|8|3|4|7|2|0|2|1|0|1|0|2|2|5|4|9|18|17|35|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|1|0|1|0|0|0|1|0|1|0|2|4|1|5|4|14|7|2|7|3|19|0|0|0|0|0|12|3|13|7|35|1|0|ACADÉMICA ||||21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|21|3|21|0|0|0|0|0|3|1|2|1|0|1|0|0|6|1|6|0|0|0|0|0|1|0|27|1|0|06BBE0021Z|7|0|5|0|5|0|3|0|0|0|1|0|21|0|0|0|2|10|0||12|44|55|99|62|64|126|0|0|0|2|4|6|108|123|231|0|10|0|10|0|0|0|20|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|0|0|3|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|5|10|0|0|0|25|2025-10-28||
06MMS0006V|4|DISCONTINUO|CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM.157|06|COLIMA|06|COLIMA|010|VILLA DE ÁLVAREZ|0001|CIUDAD DE VILLA DE ÁLVAREZ|AVENIDA BENITO JUAREZ|1180|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|17|412|169|0|0|0|0|0|0|2|386|19|798|169|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19|798|169|31|200|100|47|147|21|8|29|68|27|95|0|0|0|7|3|10|0|0|0|0|1|1|4|8|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|5|4|9|0|0|21|25|46|0|0|0|0|0|0|0|0|0|0|0|0||26|29|55|0|0|0|1|1|1|1|0|0|0|4|3|2|2|3|5|4|3|2|24|2|2|2|2|2|7|5|5|27|0|0|0|0|0|0|0|0|0|5|5|5|6|8|11|8|7|55|7|17|24|0|0|0|2|1|3|1|6|7|1|1|2|5|2|7|10|1|11|0|0|0|0|1|1|0|0|0|26|29|55|0|0|0|0|0|0|0|3|3|3|8|11|7|4|11|7|2|9|5|7|12|0|3|3|2|2|4|2|0|2|26|29|55|1|2|3|2|12|14|10|3|13|10|4|14|1|2|3|0|0|0|2|6|8|26|29|55|1|0|1|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|1|2|1|0|4|5|5|9|5|24|4|4|9|10|27|0|0|0|0|0|10|11|19|15|55|1|0|Tutorías grupales||||24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|20|0|20|0|0|0|0|0|4|0|4|0|0|0|0|0|4|0|4|0|0|0|0|0|1|0|1|1|0|06BBE0025V|94|4|22|0|38|0|10|0|7|0|5|0|176|4|2|2|3|1|0||8|34|38|72|49|47|96|0|0|0|0|0|0|83|85|168|2|1|14|0|14|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|3|6|3|0|0|13|0|0|2|1|2|0|0|5|0|0|0|0|0|0|0|0|0|0|5|0|5|0|0|10|3|1|24|7|24|0|0|59|2025-10-30|NINGUNA|
06MMS0007U|4|DISCONTINUO|CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y SERVICIOS NUM. 157|06|COLIMA|06|COLIMA|005|CUAUHTÉMOC|0001|CUAUHTÉMOC|CALLE GENERAL IGNACIO ZARAGOZA|85|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|9|122|62|0|0|0|0|0|0|1|107|10|229|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|229|62|1|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|1|2|0|0|2|3|5|0|0|13|14|27|0|0|3|7|10|0|0|0|0|0|0|0||19|25|44|0|0|0|0|0|1|0|1|0|0|2|1|2|0|1|7|4|0|1|16|2|5|0|1|4|1|1|0|14|0|0|0|0|0|0|0|0|0|3|7|0|3|11|6|1|1|32|8|7|15|0|0|0|0|1|1|1|4|5|1|3|4|1|1|2|4|1|5|0|0|0|0|0|0|0|0|0|15|17|32|0|0|0|0|0|0|0|1|1|5|1|6|1|4|5|1|2|3|6|4|10|2|3|5|0|2|2|0|0|0|15|17|32|0|1|1|5|6|11|2|2|4|5|1|6|1|1|2|1|3|4|1|3|4|15|17|32|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|1|1|0|2|3|1|11|1|16|7|1|5|1|14|0|0|0|0|0|10|3|17|2|32|1|0|Grupal||||15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|14|3|14|0|0|0|0|0|1|0|1|0|0|0|0|0|2|0|2|0|0|0|0|0|1|0|2|1|0|06BBE0017M|10|5|0|0|0|0|0|0|3|0|0|0|13|5|1|0|1|5|0||7|16|0|16|36|28|64|0|0|0|0|0|0|52|28|80|0|0|1|0|4|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|0|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|4|0|0|17|2025-10-31||
06MMS0008T|4|DISCONTINUO|CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 285|06|COLIMA|06|COLIMA|009|TECOMÁN|0001|TECOMÁN|CALLE VALLE QUERIDO|0|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|6|178|68|0|0|0|0|0|0|1|126|7|304|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|304|68|1|69|2|1|3|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|3|2|5|0|0|9|7|16|0|0|1|2|3|0|0|0|0|0|0|0||13|11|24|0|0|0|0|1|0|1|1|0|0|3|1|1|2|0|0|1|1|0|6|0|0|2|0|4|5|0|1|12|0|0|0|0|0|0|0|0|0|1|1|5|0|5|7|1|1|21|6|5|11|0|0|0|1|1|2|1|1|2|0|0|0|0|0|0|4|1|5|0|0|0|0|1|1|0|0|0|12|9|21|0|0|0|0|1|1|1|2|3|4|2|6|4|2|6|2|1|3|1|0|1|0|1|1|0|0|0|0|0|0|12|9|21|3|3|6|7|4|11|1|2|3|0|0|0|0|0|0|1|0|1|0|0|0|12|9|21|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|1|2|0|3|2|2|1|1|6|0|2|9|1|12|0|0|0|0|0|2|5|12|2|21|1|0|Grupal|Individual|||3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|||||0|8|1|8|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|1|0|1|0|0|1|0|1|0|1||20|6|0|0|0|0|0|0|1|1|1|1|22|8|6|4|1|5|0||16|0|0|0|27|24|51|0|0|0|0|0|0|27|24|51|0|0|0|0|4|0|0|4|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|6|2025-10-27|Ninguna|
06MMS0009S|4|DISCONTINUO|"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CECATI 034"|06|COLIMA|06|COLIMA|007|MANZANILLO|0001|MANZANILLO|CALLE LAZARO CARDENAS|0|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|48|1|0|0|0|0|0|0|0|0|0|1|48|1|1|48|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|1|1|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|3|0|0|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|1|1|2|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|3|0|0|0|0|0|3|0|0|0|3|1|0|comunicación|ciencias experimentales|humanidades y ciencias sociales|matemáticas|3|1|1|1|0|0|0|0|0|3|3|3|0|0|0|0|0|2|2|2|0|0|0|0|0|1|0|2|1|0||3|3|1|1|2|0|0|0|2|2|4|4|12|10|2|1|2|0|0||5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2025-10-20||
06MMS0010H|4|DISCONTINUO|"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CETMAR 012"|06|COLIMA|06|COLIMA|007|MANZANILLO|0001|MANZANILLO|CALLE INGENIERO ARMANDO OCHOA|85|PÚBLICO|FEDERAL|0||2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|71|9|0|0|0|0|0|0|0|0|0|0|0|0|1|71|9|1|71|9|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|2|2|2|0|0|1|1|1|0|0|0|0|0|0||0|3|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|2|2|0|0|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|2|2|0|1|||||0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1||4|4|1|1|0|0|0|0|2|2|2|2|9|9|8|7|5|3|0||23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|2|1|2|2|7|2025-10-28||
