CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V134|V135|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V136|V137|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|E133|V138|V139|FECHA_ENTREGA|C_OBSERVACION
04FIC0194J|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|33|SANTO DOMINGO (EL SACRIFICIO)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|2|2|0|1|0|0|0|0|0|3|0|3|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|3|0|0|0|0|0|0|6|0|0|0|1|1|0|2|2|0|2|2|3|1|4|0|0|0|3|6|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0195I|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|40|EL CARMEN II (LAS CARMELAS)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|4|0|0|0|0|0|1|2|3|0|3|0|0|0|0|0|1|3|4|0|3|0|0|0|0|0|2|9|11|0|10|0|0|0|0|0|1|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0196H|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|46|CAÑA BRAVA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|1|5|0|0|0|0|0|0|0|0|0|0|0|3|0|3|1|2|3|4|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0197G|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|46|CAÑA BRAVA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|1|5|0|0|0|0|0|1|0|1|0|0|0|2|1|3|1|1|2|4|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0198F|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|49|CENTAUROS DEL NORTE|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|5|6|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0199E|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|60|EL CHICHONAL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0200D|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|68|CRISTÓBAL COLÓN|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|0|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|6|1|7|0|0|0|0|0|0|0|0|7|0|0|0|0|0|1|0|1|0|0|0|2|1|3|3|0|3|6|1|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|7|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0201C|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|68|CRISTÓBAL COLÓN|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|5|1|6|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|3|0|3|2|0|2|0|1|1|5|1|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0202B|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|75|DOS LAGUNAS|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|3|0|3|0|1|0|0|0|0|0|6|2|8|0|2|0|0|0|0|0|1|5|0|0|0|1|1|1|0|1|2|1|3|2|0|2|3|2|5|8|4|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0|0|7|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0203A|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|75|DOS LAGUNAS|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|1|4|0|0|2|0|2|0|0|0|3|2|5|1|0|1|1|0|1|7|2|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|0|0|4|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0204Z|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|77|DOS NACIONES|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|1|0|0|0|0|0|1|2|3|0|2|0|0|0|0|0|2|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|2|7|0|4|0|0|0|0|0|1|6|0|0|0|0|0|2|0|2|2|0|2|2|2|4|0|0|0|6|2|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|1|0|7|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0205Z|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|77|DOS NACIONES|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|3|0|0|0|0|0|1|4|0|0|1|1|2|1|0|1|2|0|2|1|2|3|0|0|0|5|3|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0|0|4|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0206Y|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|91|LA GUADALUPE|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|2|4|6|0|0|0|0|0|0|0|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0207X|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|95|GUSTAVO DÍAZ ORDAZ (SAN ANTONIO SODA)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|7|10|0|0|0|0|0|0|0|0|10|0|0|0|1|1|0|4|4|1|1|2|1|4|5|1|0|1|3|10|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|0|0|10|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0208W|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|95|GUSTAVO DÍAZ ORDAZ (SAN ANTONIO SODA)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|1|5|0|0|0|0|0|3|2|5|0|1|1|1|1|2|1|1|2|5|5|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|8|0|0|4|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0209V|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|96|HERIBERTO JARA CORONA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|6|6|0|0|0|0|0|0|0|0|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0210K|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|99|INGENIERO EUGENIO ECHEVERRÍA CASTELLOT|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|1|6|0|0|1|0|1|0|1|1|2|3|5|2|1|3|0|0|0|5|5|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9|0|0|7|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0211J|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|100|EUGENIO ECHEVERRÍA CASTELLOT (EL CARRIZAL)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|4|0|4|0|0|0|0|0|0|3|3|0|1|0|0|0|0|0|2|8|10|0|7|0|0|0|0|0|0|8|1|0|0|0|0|1|1|2|0|1|1|1|1|2|0|3|3|2|6|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|1|0|8|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0212I|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|101|INGENIERO RICARDO PAYRO JENE (POLO NORTE)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|7|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|2|2|1|3|4|1|0|1|2|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|9|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0213H|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|101|INGENIERO RICARDO PAYRO JENE (POLO NORTE)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|2|2|4|0|3|3|3|1|4|5|6|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|8|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0214G|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|132|LEY DE FOMENTO AGROPECUARIO (LA MISTERIOSA)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|1|1|2|0|1|0|0|0|0|0|0|3|3|0|1|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|2|7|9|0|3|0|0|0|0|0|1|8|0|0|1|0|1|0|1|1|2|3|5|0|3|3|1|2|3|4|9|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|11|0|0|10|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0215F|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|132|LEY DE FOMENTO AGROPECUARIO (LA MISTERIOSA)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|4|4|0|1|0|0|0|0|0|2|2|4|0|1|0|0|0|0|0|2|1|3|0|2|0|0|0|0|0|4|8|12|0|5|0|0|0|0|0|0|12|0|0|0|0|0|0|1|1|0|3|3|0|3|3|4|1|5|4|8|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|0|0|12|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0216E|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|139|LA LUCHA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|5|3|8|0|2|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|6|4|10|0|3|0|0|0|0|0|1|9|2|0|0|0|0|1|0|1|1|0|1|1|1|2|2|2|4|5|3|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|1|0|9|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0217D|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|140|LA LUCHA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|6|6|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|9|0|0|0|0|0|0|0|1|7|1|0|0|0|0|0|5|5|0|2|2|2|1|3|0|0|0|2|8|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|1|0|7|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0218C|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|141|EL MANANTIAL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|1|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|5|0|2|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|3|0|3|0|1|1|1|0|1|4|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|5|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0219B|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|141|EL MANANTIAL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|6|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|1|1|2|1|3|4|0|0|0|2|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0220R|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|142|MANUEL CASTILLA BRITO|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|2|1|3|0|3|0|0|0|0|0|2|2|4|0|1|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|7|7|14|0|5|0|0|0|0|0|0|13|0|0|1|0|1|1|4|5|5|2|7|2|1|3|1|1|2|10|8|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|13|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0221Q|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|142|MANUEL CASTILLA BRITO|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|1|2|3|0|1|0|0|0|0|0|1|1|2|0|2|0|0|0|0|0|4|1|5|0|4|0|0|0|0|0|8|5|13|0|7|0|0|0|0|0|1|11|1|0|1|0|1|1|1|2|3|4|7|0|0|0|3|2|5|8|7|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|13|1|0|12|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0222P|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|152|NARCIZO MENDOZA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|6|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|1|3|4|1|2|3|0|0|0|2|6|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0223O|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|10|CALAKMUL|152|NARCIZO MENDOZA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|6|0|0|2|1|3|0|0|0|2|1|3|1|0|1|0|0|0|5|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
