CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V134|V135|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V136|V137|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|E133|V138|V139|FECHA_ENTREGA|C_OBSERVACION
04FIC0001E|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|5|CONCEPCIÓN|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|1|1|2|0|1|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|6|4|10|0|1|0|0|0|0|0|1|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0002D|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|6|SAN AGUSTÍN CHUNHUÁS|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|2|0|0|0|0|0|2|3|5|0|3|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|4|5|9|0|7|0|0|0|0|0|0|9|0|0|0|0|0|0|1|1|1|4|5|2|0|2|1|0|1|4|5|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|9|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0003C|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|6|SAN AGUSTÍN CHUNHUÁS|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|3|0|0|0|0|0|1|1|2|0|1|0|0|0|0|0|0|5|5|0|4|0|0|0|0|0|4|3|7|0|6|0|0|0|0|0|7|10|17|0|14|0|0|0|0|0|0|15|0|0|0|0|0|1|1|2|2|0|2|0|5|5|4|4|8|7|10|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|0|0|15|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0004B|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|9|PUCNACHÉN|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|2|1|3|0|1|0|0|0|0|0|2|3|5|0|5|0|0|0|0|0|3|2|5|0|2|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|7|7|14|0|9|0|0|0|0|0|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0005A|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|9|PUCNACHÉN|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|3|0|3|0|3|0|0|0|0|0|3|3|6|0|3|0|0|0|0|0|2|0|2|0|2|0|0|0|0|0|9|3|12|0|9|0|0|0|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0006Z|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|12|SANTA CRUZ EX-HACIENDA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|1|2|3|0|1|0|0|0|0|0|6|5|11|0|1|0|0|0|0|0|0|10|1|0|0|0|0|0|0|0|2|0|2|3|2|5|1|3|4|6|5|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|1|0|11|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0007Z|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|12|SANTA CRUZ EX-HACIENDA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|6|9|0|0|0|0|0|0|0|0|9|0|0|0|0|0|1|0|1|0|2|2|1|3|4|1|1|2|3|6|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|9|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0008Y|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|14|TANKUCHÉ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|4|1|5|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|4|11|0|1|0|0|0|0|0|0|11|1|0|0|0|0|0|0|0|2|2|4|3|1|4|2|1|3|7|4|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|1|0|10|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0009X|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|14|TANKUCHÉ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|2|2|0|1|0|0|0|0|0|4|5|9|0|1|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|2|2|3|1|4|1|2|3|4|5|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|9|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0010M|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|16|SANTA MARÍA|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|2|0|0|0|0|0|3|3|6|0|5|0|0|0|0|0|3|5|8|0|7|0|0|0|0|0|0|8|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0011L|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|1|CALKINÍ|232|XKAKOCH|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|4|5|9|0|2|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|3|3|6|0|1|1|1|1|2|4|5|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|8|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0012K|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|68|UAYAMÓN|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|4|7|11|0|0|0|0|0|0|0|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0013J|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|71|SAN ANTONIO BOBOLÁ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0014I|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|72|BOLONCHÉN CAHUICH|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|1|6|0|0|0|0|0|0|0|0|6|0|0|0|0|0|1|1|2|1|0|1|2|0|2|1|0|1|5|1|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0015H|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|82|HOBOMÓ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|5|5|10|0|0|0|0|0|0|0|0|10|0|0|0|0|0|2|0|2|2|3|5|0|2|2|1|0|1|5|5|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|10|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0016G|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|86|IMÍ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|4|0|0|0|1|1|1|0|1|0|2|2|2|1|3|0|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|4|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0017F|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|89|MUCUYCHAKÁN|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|1|1|0|1|1|2|0|2|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|8|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0018E|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|90|NILCHÍ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|4|6|0|0|0|0|0|0|0|0|6|0|0|0|0|0|2|0|2|1|0|1|0|4|4|0|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0019D|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|90|NILCHÍ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|2|0|0|1|0|1|1|1|2|0|0|0|0|2|2|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|6|1|0|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0020T|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|91|NOHAKAL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|8|6|14|0|0|0|0|0|0|0|0|14|0|0|0|0|0|0|1|1|2|2|4|3|0|3|3|3|6|8|6|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|0|0|14|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0021S|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|91|NOHAKAL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|4|11|15|0|0|0|0|0|0|0|1|14|1|0|0|0|0|2|1|3|0|3|3|1|3|4|1|4|5|4|11|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|13|1|0|15|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0022R|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|92|UZAHZIL-EDZNÁ (NOHYAXCHÉ)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|3|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|2|0|2|2|3|5|1|0|1|0|0|0|5|3|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0023Q|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|93|SAN AGUSTÍN OLÁ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|2|2|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|4|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0024P|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|94|CRUCERO OXÁ|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|7|0|0|0|0|0|1|1|2|1|0|1|1|2|3|0|1|1|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|7|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0025O|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|97|POCYAXUM|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|5|3|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|1|1|2|2|2|4|1|0|1|1|0|1|5|3|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|8|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0026N|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|97|POCYAXUM|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|9|3|12|0|0|0|0|0|0|0|0|12|1|0|0|0|0|0|0|0|3|1|4|3|1|4|3|1|4|9|3|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|1|0|11|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0027M|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|98|CAYAL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|6|0|0|0|0|0|1|2|3|0|1|1|2|1|3|0|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|6|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0028L|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|100|SAN CAMILO (CHENCOLLÍ)|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|4|5|9|0|0|0|0|0|0|0|1|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|17/12/2024|
04FIC0029K|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|104|TIKINMUL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|3|5|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|1|0|1|2|0|2|1|2|3|0|1|1|4|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|8|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
04FIC0030Z|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|4|CAMPECHE|4|CAMPECHE|2|CAMPECHE|104|TIKINMUL|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|3|6|9|0|0|0|0|0|0|0|0|9|0|0|0|0|0|1|0|1|1|2|3|0|1|1|1|1|2|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|9|0|1|1|0|0|0|0|0|1|NO ESPECIFICADO|0|1|17/12/2024|
