CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_AMBITO|C_NOM_TIPO_ASEN|CV_ASEN|C_NOM_ASEN|C_NOM_VIALIDAD|N_EXTNUM|CV_CODIGO_POSTAL|LATITUD|LONGITUD|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V152|V6|V10|V11|V12|V13|V14|V15|V16|V17|V153|V18|V22|V23|V24|V25|V26|V27|V28|V29|V154|V30|V34|V35|V36|V37|V38|V39|V40|V41|V155|V42|V46|V47|V48|V49|V50|V51|V52|V53|V156|V54|V58|V59|V60|V61|V62|V63|V64|V65|V157|V66|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V158|V159|V160|V161|V162|V163|V164|V165|V166|V167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|V178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|V189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|V216|V217|V218|V219|V220|V221|V222|V223|V224|V225|V226|V227|V228|V149|V150|V151|V229|V230|V231|FECHA_ENTREGA|C_OBSERVACION|
04KJN0429N|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0024|BELLA UNIÓN VERACRUZ (LOS CHINOS)|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE BELLA UNION DE VERACRUZ|0|00000|18.034100|-89.290200|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|6|9|15|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|3|4|0|0|7|0|3|6|0|0|9|0|6|10|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|9|0|1|1|0|0|0|08/01/2026||
04KJN0434Z|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0638|EL TAZIZTAL|RURAL|BARRIO|0003|EL TAZIZTAL|CALLE NINGUNO|0|24345|18.030338|-90.461694|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|5|5|10|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|0|2|0|0|2|3|0|5|0|0|3|4|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|0|1|1|0|0|0|08/01/2026||
04KJN0448B|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|2869|EL MANGO|RURAL|AMPLIACIÓN|0002|EL MANGO|CALLE NINGUNO|0|24322|18.489500|-91.208628|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|0|0|0|1|0|0|1|0|0|1|0|1|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|08/01/2026||
04KJN0454M|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0427|BALANKAX|RURAL|AEROPUERTO|0001|NINGUNO|CALLE PLACERES|0|00000|17.898400|-90.307500|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||04ACE0001N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|1|2|0|4|0|0|2|0|0|2|0|1|3|2|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|1|1|0|0|0|08/01/2026||
04KJN0472B|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|009|ESCÁRCEGA|0599|SANTA ISABEL|RURAL|AMPLIACIÓN|0002|SANTA ISABEL|CALLE NINGUNO|0|24358|18.437571|-90.953892|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||04ACE0001N|0|0|0|0|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|5|8|13|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|1|0|0|2|0|2|2|0|0|4|0|3|3|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|08/01/2026||
04KJN0478W|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0651|LA TÓMBOLA|RURAL|AEROPUERTO|0001|NINGUNO|CALLE LA TOMBOLA|0|00000|18.013600|-90.349100|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|4|6|10|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|7|11|18|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|9|2|0|0|12|0|3|2|3|0|8|1|12|4|3|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|8|0|2|2|0|0|0|08/01/2026||
04KJN0481J|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|1143|LICENCIADO JOSÉ ANTONIO GONZÁLEZ CURI|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE ANTONIO GONZALEZ CURI|0|00000|18.231900|-90.491100|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|5|8|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|1|1|0|4|1|1|2|0|0|4|1|3|3|1|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|1|1|0|0|0|08/01/2026||
04KJN0484G|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|1255|TRES DE MAYO DOS|RURAL|AMPLIACIÓN|0002|TRES DE MAYO DOS|CALLE TRES DE MAYO 2|0|24345|18.028893|-90.461961|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|2|1|1|0|4|0|2|1|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|1|1|0|0|0|08/01/2026||
04KJN0490R|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|3796|EL CEPILLO|RURAL|AEROPUERTO|0001|NINGUNO|CALLE KILOMETRO 71 O EL CEPILLO|0|00000|18.303490|-91.249900|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|5|1|0|0|6|0|5|1|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|1|1|0|0|0|08/01/2026||
04KJN0496L|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0488|EL SACRIFICIO II|RURAL|AMPLIACIÓN|0002|EL SACRIFICIO II|CALLE NINGUNO|0|24333|18.188571|-90.865309|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|1|0|2|0|0|0|1|0|1|0|0|1|2|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|08/01/2026||
04KJN0499I|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|3635|EL TRIUNFO|RURAL|AEROPUERTO|0001|NINGUNO|CALLE EL TRIUNFO|0|00000|18.249273|-91.229951|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|08/01/2026||
04KJN0500H|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|3789|EL CARMEN|RURAL|AMPLIACIÓN|0002|EL CARMEN|NINGUNO NINGUNO|0|24317|18.255859|-91.267352|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|1|1|0|0|0|08/01/2026||
04KJN0501G|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|006|HOPELCHÉN|0033|PAKCHÉN|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE PAK-CHEN|0|00000|19.528600|-89.792400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|8|10|18|0|0|0|0|0|0|0|1|0|0|0|0|0|1|3|3|3|0|0|9|0|3|4|1|0|8|3|6|7|1|0|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|8|0|2|2|0|0|0|08/01/2026||
04KJN0506B|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0401|EL PARAGUAS|RURAL|AMPLIACIÓN|0002|EL PARAGUAS|CALLE NINGUNO|0|24345|18.077109|-90.346574|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|10|3|13|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|15|6|21|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|4|3|10|0|18|0|3|3|4|0|10|1|7|6|14|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18|10|0|1|1|0|0|0|08/01/2026||
04KJN0514K|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|007|PALIZADA|0781|RÍO BLANCO|RURAL|AMPLIACIÓN|0002|RÍO BLANCO|CALLE RIO BLANCO|0|24207|18.062520|-91.791560|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|0|1|0|3|1|0|0|0|0|1|1|2|0|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|0|1|1|0|0|0|08/01/2026||
04KJN0516I|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0097|EL CHECHENAL|RURAL|AMPLIACIÓN|0002|EL CHECHENAL|CALLE NINGUNO|0|24344|18.429238|-90.680088|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|1|0|2|0|0|0|1|0|1|1|0|0|2|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|1|1|0|0|0|08/01/2026||
04KJN0517H|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0517|SAN DIMAS|RURAL|BARRIO|0003|SAN DIMAS|CALLE NINGUNO|0|24346|17.818755|-90.366380|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||04ACE0001N|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|8|4|12|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|4|5|0|11|2|3|3|0|0|8|2|5|7|5|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|8|0|2|2|0|0|0|08/01/2026||
04KJN0519F|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|1148|EL FANTASMA (LOS CHILEROS)|RURAL|AEROPUERTO|0001|NINGUNO|CALLE EL FANTASMA (LOS CHILEROS)|0|00000|18.420900|-90.630400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||04ACE0001N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|1|0|2|0|1|0|0|0|1|0|1|1|1|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|08/01/2026||
04KJN0527O|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0616|SANTO DOMINGO|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE SANTO DOMINGO|0|00000|17.859900|-90.572500|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|6|7|13|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|2|1|0|4|0|1|2|2|0|5|0|2|4|3|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|5|0|1|1|0|0|0|08/01/2026||
04KJN0537V|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0399|SAN ROMÁN|RURAL|AMPLIACIÓN|0002|SAN ROMÁN|NINGUNO NINGUNO|0|24343|18.321944|-90.618611|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||04ACE0001N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|5|2|7|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|2|4|0|6|0|0|1|1|0|2|0|0|3|5|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|2|0|1|1|0|0|0|08/01/2026||
