CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_AMBITO|C_NOM_TIPO_ASEN|CV_ASEN|C_NOM_ASEN|C_NOM_VIALIDAD|N_EXTNUM|CV_CODIGO_POSTAL|LATITUD|LONGITUD|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V152|V6|V10|V11|V12|V13|V14|V15|V16|V17|V153|V18|V22|V23|V24|V25|V26|V27|V28|V29|V154|V30|V34|V35|V36|V37|V38|V39|V40|V41|V155|V42|V46|V47|V48|V49|V50|V51|V52|V53|V156|V54|V58|V59|V60|V61|V62|V63|V64|V65|V157|V66|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V158|V159|V160|V161|V162|V163|V164|V165|V166|V167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|V178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|V189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|V216|V217|V218|V219|V220|V221|V222|V223|V224|V225|V226|V227|V228|V149|V150|V151|V229|V230|V231|FECHA_ENTREGA|C_OBSERVACION|
04KJN0352P|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|3580|KILÓMETRO 59|RURAL|AMPLIACIÓN|0002|KILÓMETRO 59|CALLE SAN PABLITO KILOMETRO 59|0|24315|18.395146|-91.188179|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|4|4|0|0|0|1|0|0|0|1|1|2|0|0|0|0|0|0|0|1|9|10|0|0|0|1|0|0|0|1|0|0|0|0|0|1|1|1|0|0|0|2|0|1|4|2|0|7|1|2|4|2|0|9|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|0|1|1|0|0|0|08/01/2026||
04KJN0358J|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|002|CAMPECHE|0711|CARLOS CANO CRUZ (LOS TLAXCALTECAS)|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE CARLOS CANO CRUZ|0|00000|19.369000|-89.886800|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|7|5|12|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|5|2|0|8|0|2|2|1|0|5|1|2|7|3|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|5|0|1|1|0|0|0|08/01/2026||
04KJN0359I|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|009|ESCÁRCEGA|0288|MIGUEL HIDALGO (CARACOL)|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE MIGUEL HIDALGO (CARACOL)|0|00000|18.544400|-90.667400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|5|9|14|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|2|0|2|0|4|1|3|0|8|0|4|1|5|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|8|0|1|1|0|0|0|08/01/2026||
04KJN0364U|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0015|AGUAS MALAS (TRES CRUCES)|RURAL|AEROPUERTO|0001|AGUAS MALAS (TRES CRUCES)|CALLE NINGUNO|0|24348|18.000678|-90.604823|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|6|7|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|1|1|0|3|0|1|3|1|0|5|0|2|4|2|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|0|1|1|0|0|0|08/01/2026||
04KJN0365T|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0128|NUEVAS DELICIAS I|RURAL|AEROPUERTO|0001|NINGUNO|CALLE NINGUNO|0|00000|17.864167|-90.493889|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|2|2|0|0|5|0|1|2|0|0|3|1|3|4|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|3|0|1|1|0|0|0|08/01/2026||
04KJN0366S|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0694|LA ZANJA (LA PALMA)|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE LA ZANJA (LA PALMA)|0|00000|17.969500|-90.835400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|5|3|8|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|3|2|0|6|0|1|1|0|0|2|1|1|4|2|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|2|1|0|1|0|0|0|08/01/2026||
04KJN0367R|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0629|SOLIDARIDAD|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE NUCLEO AGRARIO SOLIDADIDAD|0|00000|17.846300|-90.409100|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|6|5|11|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|2|4|0|8|0|0|4|1|0|5|0|2|6|5|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|5|0|1|1|0|0|0|08/01/2026||
04KJN0369P|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|2250|MURALLAS DE CAMPECHE|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE MURALLAS DE CAMPECHE|0|00000|18.336100|-91.583400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|5|6|11|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|3|3|0|0|6|0|2|2|1|0|5|0|5|5|1|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|5|0|1|1|0|0|0|08/01/2026||
04KJN0370E|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|2251|FERNANDO FOGLIO MIRAMONTES|RURAL|AEROPUERTO|0001|NINGUNO|CALLE FDO FOGLIO MIRAMONTES|0|00000|18.323500|-91.610100|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|2|1|0|3|0|0|0|1|0|1|0|0|2|2|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|0|1|1|0|0|0|08/01/2026||
04KJN0371D|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|003|CARMEN|2371|JUSTO SIERRA|RURAL|AEROPUERTO|0001|NINGUNO|CALLE NINGUNO|0|00000|18.039444|-91.653889|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|1|0|2|0|1|1|1|0|3|0|1|2|2|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0|0|0|0|0|0|08/01/2026||
04KJN0374A|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|006|HOPELCHÉN|0300|EL PEDREGAL|RURAL|AEROPUERTO|0001|EL PEDREGAL|CALLE NINGUNO|0|24678|19.483056|-89.519167|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||04ACE0001N|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|7|8|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|3|2|1|0|6|0|3|2|1|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|1|1|0|0|0|08/01/2026||
04KJN0375Z|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|009|ESCÁRCEGA|0080|COLONIA SAN FRANCISCO (EL CINCO)|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE KILOMETRO 5 (SAN FRANCISCO)|0|00000|18.601900|-90.695000|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|2|0|0|2|0|2|1|1|0|4|0|2|3|1|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|1|1|0|0|0|08/01/2026||
04KJN0380L|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0154|EL ENCANTO|RURAL|AEROPUERTO|0001|EL ENCANTO|CALLE NINGUNO|0|24336|17.997222|-91.029722|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|2|0|2|0|0|3|1|0|4|0|0|3|3|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|1|0|1|0|0|0|08/01/2026||
04KJN0381K|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0635|EL TABLÓN|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE EL TABLON|0|00000|18.200500|-90.458400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|6|6|12|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|3|1|1|0|6|1|2|4|1|0|8|2|5|5|2|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|8|0|1|1|0|0|0|08/01/2026||
04KJN0386F|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0314|LA LUCHA|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE LA LUCHA|0|00000|18.071000|-91.246300|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|5|2|7|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|2|0|0|4|1|0|1|0|0|2|1|2|3|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|1|1|0|0|0|08/01/2026||
04KJN0397L|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|007|PALIZADA|0923|RIBERA BOCA CHICA|RURAL|AMPLIACIÓN|0002|RIBERA BOCA CHICA|NINGUNO NINGUNO|0|24208|18.476676|-91.797941|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|1|0|0|2|0|0|1|0|0|1|0|1|2|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|08/01/2026||
04KJN0405D|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0814|ADOLFO LÓPEZ MATEOS|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE LOPEZ MATEOS|0|00000|17.922400|-90.409400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|7|5|12|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|2|3|0|6|0|3|0|2|0|5|0|4|2|5|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|5|0|1|1|0|0|0|08/01/2026||
04KJN0412N|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0668|EL TRIUNFO (LOS TOCHOS)|RURAL|AEROPUERTO|0001|NINGUNO|CALLE EL TRIUNFO (LOS TOCHOS)|0|00000|18.216478|-90.879728|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA|||04ACE0001N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|0|1|0|2|0|0|0|0|0|0|0|1|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|1|1|0|0|0|08/01/2026||
04KJN0413M|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|011|CANDELARIA|0677|LA UNIÓN (DOS ARROYOS)|RURAL|AMPLIACIÓN|0002|NINGUNO|CALLE DOS ARROYOS|0|00000|17.955500|-90.306400|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|6|10|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2|3|2|0|7|1|1|4|1|0|7|1|3|7|3|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|7|0|1|1|0|0|0|08/01/2026||
04KJN0419G|1|MATUTINO|CURSO COMUNITARIO DE EDUCACION PREESCOLAR|04|CAMPECHE|04|CAMPECHE|007|PALIZADA|0907|COLONIA ADOLFO LÓPEZ MATEOS|RURAL|AMPLIACIÓN|0002|COLONIA ADOLFO LÓPEZ MATEOS|CALLE NINGUNO|0|24230|18.240455|-91.820620|PÚBLICO|FEDERAL|2|BÁSICA|1|PREESCOLAR|2|COMUNITARIO|0|NO APLICA|0|NO APLICA||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|2|0|0|0|1|0|1|1|0|1|1|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|1|1|0|0|0|08/01/2026||
