CCT_INS|NOMBRE_INS|CV_CCT|CV_TURNO|C_TURNO|NOMBRECT|CV_ENT_ADMNISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_MOTIVO|C_MOTIVO|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V803|V804|V805|V806|V807|V808|V809|V810|V811|V812|V813|V814|V815|V816|V817|V818|V819|V820|V821|V822|V1036|V1037|V1038|V1039|V1040|V1041|V1042|V1043|V1044|V1045|V1046|V1047|V1048|V1049|V1050|V1051|V1052|V1053|V1054|V1055|V1056|V1057|V1058|V1059|V1060|V1061|V1062|V1063|V823|V824|V825|V826|V827|V828|V829|V830|V831|V832|V833|V834|V835|V836|V837|V838|V839|V840|V841|V842|V843|V844|V845|V846|V847|V848|V849|V850|V851|V852|V853|V854|V855|V856|V857|V858|V859|V860|V861|V862|V863|V864|V865|V866|V867|V868|V869|V870|V871|V872|V873|V874|V875|V876|V877|V878|V879|V880|V881|V882|V883|V884|V885|V886|V887|V888|V889|V890|V891|V892|V893|V894|V895|V896|V897|V898|V899|V900|V901|V902|V903|V904|V905|V906|V907|V908|V909|V910|V911|V912|V913|V914|V915|V916|V917|V918|V919|V920|V921|V922|V923|V924|V925|V926|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V1024|V1025|V1026|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|V167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|V178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|V189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V1064|V210|V1065|V211|V1066|V212|V1067|V213|V214|V217|V218|V219|V220|V221|V222|V223|V224|V225|V226|V227|V228|V229|V230|V231|V232|V233|V234|V235|V236|V237|V238|V239|V240|V241|V242|V243|V244|V245|V246|V247|V248|V249|V250|V251|V252|V253|V254|V255|V256|V257|V258|V259|V260|V261|V262|V263|V264|V265|V266|V267|V268|V269|V270|V271|V272|V273|V274|V275|V276|V277|V278|V279|V280|V281|V963|V964|V965|V966|V967|V968|V969|V970|V971|V972|V973|V974|V975|V976|V977|V978|V979|V980|V981|V982|V983|V984|V985|V986|V987|V988|V989|V990|V282|V283|V284|V285|V286|V287|V288|V289|V290|V291|V292|V293|V294|V295|V296|V297|V298|V299|V300|V301|V302|V303|V304|V305|V306|V307|V308|V309|V310|V311|V312|V313|V314|V315|V316|V317|V318|V319|V320|V321|V322|V323|V324|V325|V326|V327|V328|V329|V330|V331|V927|V928|V929|V741|V742|V743|V744|V745|V462|V930|V931|V932|V746|V747|V748|V749|V750|V463|V933|V934|V935|V751|V752|V753|V754|V755|V464|V936|V937|V938|V756|V757|V758|V759|V760|V465|V939|V940|V941|V761|V762|V763|V764|V765|V466|V942|V943|V944|V766|V767|V768|V769|V770|V771|V1027|V1028|V1029|V467|V468|V471|V472|V473|V474|V475|V476|V477|V478|V479|V480|V481|V482|V483|V484|V485|V486|V487|V488|V489|V490|V491|V492|V493|V494|V495|V496|V497|V498|V499|V500|V501|V502|V503|V504|V505|V506|V507|V508|V509|V510|V511|V512|V513|V514|V515|V516|V517|V518|V519|V520|V521|V522|V523|V524|V525|V526|V527|V528|V529|V530|V531|V532|V533|V534|V535|V991|V992|V993|V994|V995|V996|V997|V998|V999|V1000|V1001|V1002|V1003|V1004|V1005|V1006|V1007|V1008|V1009|V1010|V1011|V1012|V1013|V1014|V1015|V1016|V1017|V1018|V536|V537|V538|V539|V540|V541|V542|V543|V544|V545|V546|V547|V548|V549|V550|V551|V552|V553|V554|V555|V556|V557|V558|V559|V560|V561|V562|V563|V564|V565|V566|V567|V568|V569|V570|V571|V572|V573|V574|V575|V576|V577|V578|V579|V580|V581|V582|V583|V584|V585|V945|V946|V947|V772|V773|V774|V775|V776|V716|V948|V949|V950|V777|V778|V779|V780|V781|V717|V951|V952|V953|V782|V783|V784|V785|V786|V718|V954|V955|V956|V787|V788|V789|V790|V791|V719|V957|V958|V959|V792|V793|V794|V795|V796|V720|V960|V961|V962|V797|V798|V799|V800|V801|V802|V721|V722|V723|V724|V725|V726|V727|V728|V729|V730|V731|V732|V733|V734|V735|V736|V737|V738|V739|E740|V1019|V1020|V1021|V1022|E1023|V1030|V1031|V1032|V1033|V1034|V1035|FECHA_ENTREGA|C_OBSERVACION|NORMAL|
04MSU0220X|INSTITUTO TECNOLÓGICO DE CAMPECHE|04DIT0001X|4|DISCONTINUO|INSTITUTO TECNOLÓGICO DE CAMPECHE|04|CAMPECHE|04|CAMPECHE|002|CAMPECHE|0087|LERMA|CALLE CARRETERA CAMPECHE-CHAMPOTON|0|PÚBLICO|FEDERAL|0||2025|19|5|24|0|0|74|36|110|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|29|43|0|0|13|1|14|0|0|120|71|191|0|0|0|0|0|0|0|10|6|16|0|0|0|0|0|0|0|32|16|48|0|0|0|0|0|0|0|32|14|46|0|0|0|0|0|0|0|0|0|0|0|0|74|36|110|0|0|46|17|63|0|2|4|6|0|5|3|8|0|21|12|33|0|74|36|110|0|3|2|5|0|1|1|2|0|4|1|5|0|4|1|5|0|9|7|16|0|0|0|0|0|21|12|33|0|0|0|27|0|0|0|28|0|8|0|0|0|3|0|0|0|3|0|0|0|0|0|4|0|0|0|3|0|1|0|0|0|12|0|0|0|14|0|7|0|0|0|46|0|0|0|48|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|32|14|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|16|48|0|0|0|0|0|0|10|5|15|1|0|1|0|0|0|74|35|109|1|0|1|0|0|0|0|0|0|0|0|0|5|1|6|3|4|7|12|7|19|8|5|13|8|2|10|8|13|21|14|3|17|5|1|6|11|0|11|74|36|110|18|8|26|4|6|10|6|4|10|11|3|14|2|0|2|9|3|12|24|12|36|74|36|110|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|1585|0|0|1|0|0|0|13|1585|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|46|17|63|0|2|4|6|0|5|3|8|0|21|12|33|0|74|36|110|0|3|2|5|0|1|1|2|0|4|1|5|0|4|1|5|0|9|7|16|0|0|0|0|0|21|12|33|0|0|0|27|0|0|0|28|0|8|0|0|0|3|0|0|0|3|0|0|0|0|0|4|0|0|0|3|0|1|0|0|0|12|0|0|0|14|0|7|0|0|0|46|0|0|0|48|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|32|14|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|16|48|0|0|0|0|0|0|9|5|14|1|0|1|0|0|0|73|35|108|1|0|1|0|1|1|0|0|2|14|0|0|0|0|0|0|2|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|1|39|11|0|39|11|0|0|0|0|1|0|4|1|0|04BBS00030|0|1|0|0||0|0|0|0|0|0|2025-11-26|||
04MSU0212O|INSTITUTO TECNOLÓGICO DE CHINA|04DIT0002W|4|DISCONTINUO|INSTITUTO TECNOLÓGICO DE CHINA|04|CAMPECHE|04|CAMPECHE|002|CAMPECHE|0077|CHINÁ|CALLE 11|0|PÚBLICO|FEDERAL|0||2025|9|5|14|0|0|26|16|42|0|0|8|5|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|43|26|69|0|0|0|0|0|0|0|9|6|15|0|0|0|0|0|0|0|15|12|27|0|0|0|0|0|0|0|10|3|13|0|0|0|0|0|0|0|0|0|0|0|0|34|21|55|0|0|24|13|37|0|1|3|4|0|0|1|1|0|9|4|13|0|34|21|55|0|2|0|2|0|1|0|1|0|0|0|0|0|1|0|1|0|5|4|9|0|0|0|0|0|9|4|13|0|0|0|8|0|0|0|18|0|11|0|0|0|0|0|0|0|4|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|4|0|0|0|5|0|4|0|0|0|13|0|0|0|27|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|8|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|7|19|5|3|8|0|0|0|5|2|7|5|5|10|0|0|0|25|12|37|10|8|18|0|0|0|0|0|0|0|0|0|2|1|3|2|0|2|8|6|14|11|10|21|3|2|5|1|2|3|2|0|2|4|0|4|1|0|1|34|21|55|6|2|8|2|3|5|5|1|6|10|5|15|4|3|7|0|7|7|7|0|7|34|21|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|861|0|0|3|51|1|9|11|921|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|13|37|0|1|3|4|0|0|1|1|0|9|4|13|0|34|21|55|0|2|0|2|0|1|0|1|0|0|0|0|0|1|0|1|0|5|4|9|0|0|0|0|0|9|4|13|0|0|0|8|0|0|0|18|0|11|0|0|0|0|0|0|0|4|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|4|0|0|0|5|0|4|0|0|0|13|0|0|0|27|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|8|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|7|19|5|3|8|0|0|0|5|2|7|5|5|10|0|0|0|25|12|37|10|8|18|0|0|0|0|0|1|49|0|0|0|0|0|0|1|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|0|0|1|31|3|7|31|3|7|0|0|0|1|0|1|1|0||1|0|1|0|IT CHINÁ|1|0|1|0|1|0|2025-12-12|||
04MSU0240K|INSTITUTO TECNOLOGICO DE LERMA|04DIT0003V|4|DISCONTINUO|INSTITUTO TECNOLOGICO DE LERMA|04|CAMPECHE|04|CAMPECHE|002|CAMPECHE|0001|SAN FRANCISCO DE CAMPECHE|AVENIDA CARRETERA CAMPECHE-CHAMPOTON|10|PÚBLICO|FEDERAL|0||2025|8|8|16|0|0|33|15|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|11|26|0|0|8|3|11|0|0|64|37|101|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|17|11|28|0|0|0|0|0|0|0|14|2|16|0|0|0|0|0|0|0|1|0|1|0|0|33|15|48|0|0|19|8|27|0|3|0|3|0|2|2|4|0|9|5|14|0|33|15|48|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|8|5|13|0|0|0|0|0|9|5|14|0|0|0|9|0|0|0|15|0|3|0|0|1|0|0|0|0|2|0|0|0|0|0|2|0|0|0|2|0|0|0|0|0|4|1|0|0|9|0|0|0|0|1|15|1|0|0|28|0|3|0|0|0|0|1|0|1|0|0|0|0|0|0|14|2|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|11|28|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|33|15|48|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|1|2|3|5|5|2|7|4|5|9|9|1|10|7|2|9|3|2|5|1|0|1|33|15|48|1|0|1|0|0|0|2|0|2|7|5|12|0|2|2|8|3|11|15|5|20|33|15|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|551|0|0|0|0|0|0|7|551|100|50|150|0|0|109|44|153|4|2|15|7|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|224|101|325|4|2|19|8|27|0|3|0|3|0|2|2|4|0|9|5|14|0|33|15|48|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|8|5|13|0|0|0|0|0|9|5|14|0|0|0|9|0|0|0|15|0|3|0|0|1|0|0|0|0|2|0|0|0|0|0|2|0|0|0|2|0|0|0|0|0|4|1|0|0|9|0|0|0|0|1|15|1|0|0|28|0|3|0|0|0|0|1|0|1|0|0|0|0|0|0|14|2|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|11|28|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|33|15|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|30|1|4|28|1|4|0|0|0|1|0|1|1|0|04BBS0021D|1|0|0|1||1|0|1|0|1|0|2025-12-08|||
04MSU0006F|CENTRO DE ACTUALIZACION DEL MAGISTERIO|04DLT0001K|4|DISCONTINUO|CENTRO DE ACTUALIZACION DEL MAGISTERIO|04|CAMPECHE|04|CAMPECHE|002|CAMPECHE|0001|SAN FRANCISCO DE CAMPECHE|AVENIDA CASA DE JUSTICIA|0|PÚBLICO|FEDERAL TRANSFERIDO|7|Causa administrativa|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0||0|0|0|0|0|0|2025-10-29|||
04MSU0066U|ESCUELA NORMAL RURAL JUSTO SIERRA MENDEZ|04DNP0002V|4|DISCONTINUO|ESCUELA NORMAL RURAL JUSTO SIERRA MENDEZ|04|CAMPECHE|04|CAMPECHE|005|HECELCHAKÁN|0001|HECELCHAKÁN|AVENIDA JUAN PACHECO TORRES|0|PÚBLICO|FEDERAL TRANSFERIDO|0||2025|3|0|3|0|1|22|11|33|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|32|57|0|0|6|4|10|0|0|56|47|103|0|6|0|0|0|0|0|11|4|15|0|2|0|0|0|0|0|8|6|14|0|3|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|22|11|33|0|5|14|8|22|0|1|2|3|0|7|1|8|0|0|0|0|0|22|11|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|7|3|5|4|0|0|0|0|0|0|1|0|0|2|0|0|1|0|0|0|3|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|11|3|6|9|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|6|14|0|0|0|0|0|0|11|4|15|0|0|0|0|0|0|22|11|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|6|3|9|3|1|4|4|1|5|4|3|7|0|1|1|3|1|4|0|0|0|22|11|33|0|0|0|3|2|5|2|1|3|3|2|5|6|1|7|3|2|5|5|3|8|22|11|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|389|0|0|0|0|0|0|2|389|0|0|0|0|0|192|197|389|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|192|197|389|0|0|14|8|22|0|1|2|3|0|7|1|8|0|0|0|0|0|22|11|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|7|3|5|4|0|0|0|0|0|0|1|0|0|2|0|0|1|0|0|0|3|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|11|3|6|9|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|6|14|0|0|0|0|0|0|11|4|15|0|0|0|0|0|0|22|11|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|16|3|1|16|3|1|0|0|0|1|0|1|1|0|04DNP0002V|0|1|0|0||0|0|0|0|0|0|2025-10-17||X|
04MSU0062Y|NORMAL SUPERIOR DEL ESTADO DE CAMPECHE "BRÍGIDO A. REDONDO DOMÍNGUEZ"|04DNS0001T|4|DISCONTINUO|NORMAL SUPERIOR DEL ESTADO DE CAMPECHE "BRÍGIDO A. REDONDO DOMÍNGUEZ"|04|CAMPECHE|04|CAMPECHE|002|CAMPECHE|0001|SAN FRANCISCO DE CAMPECHE|AVENIDA CASA DE JUSTICIA|0|PÚBLICO|FEDERAL TRANSFERIDO|0||2025|1|2|3|0|0|6|15|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|8|0|0|1|1|2|0|0|10|24|34|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|4|7|11|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|0|0|0|0|6|15|21|0|0|1|3|4|0|1|0|1|0|0|0|0|0|4|12|16|0|6|15|21|0|3|5|8|0|0|0|0|0|0|1|1|0|0|1|1|0|0|3|3|0|1|2|3|0|4|12|16|0|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|7|0|5|0|0|0|5|0|0|0|10|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|7|11|1|3|4|0|0|0|2|3|5|2|3|5|0|0|0|6|15|21|3|6|9|0|0|0|0|0|0|0|0|0|0|5|5|0|2|2|1|0|1|1|2|3|1|1|2|2|3|5|0|0|0|1|1|2|0|1|1|6|15|21|5|9|14|0|0|0|0|1|1|0|0|0|0|2|2|0|1|1|1|2|3|6|15|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|137|0|0|0|0|0|0|6|137|0|0|0|0|0|60|60|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60|60|120|0|0|1|3|4|0|1|0|1|0|0|0|0|0|1|7|8|0|3|10|13|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|0|0|3|3|0|1|2|3|0|1|7|8|0|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|4|0|0|0|0|0|5|0|0|0|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|10|13|0|0|0|0|1|1|0|0|0|0|0|0|1|40|0|0|1|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|8|0|3|5|8|0|3|5|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|5|0|0|0|0|0|0|0|3|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|3|5|8|1|0|0|0|1|8|0|1|8|0|1|0|0|0|1|0|1|0|1||0|1|0|0||0|0|0|0|0|0|2025-11-20||X|
