CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_AMBITO|C_NOM_TIPO_ASEN|CV_ASEN|C_NOM_ASEN|C_NOM_VIALIDAD|N_EXTNUM|CV_CODIGO_POSTAL|LATITUD|LONGITUD|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V134|V135|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V136|V137|V124|V125|V126|V140|V141|V142|V127|V128|V129|V130|V131|V132|E133|V138|V139|FECHA_ENTREGA|C_OBSERVACION|
04FIC0210K|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0099|INGENIERO EUGENIO ECHEVERRÍA CASTELLOT|RURAL|AEROPUERTO|0001|INGENIERO EUGENIO ECHEVERRÍA CASTELLOT|CALLE NINGUNO|0|00000|18.531250|-89.619201|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|2|0|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|3|8|0|0|0|0|0|0|0|0|8|0|0|1|0|1|2|1|3|0|2|2|0|0|0|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0211J|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0100|EUGENIO ECHEVERRÍA CASTELLOT (EL CARRIZAL)|RURAL|AEROPUERTO|0001|EUGENIO ECHEVERRÍA CASTELLOT (EL CARRIZAL)|CALLE NINGUNO|0|24648|18.399322|-89.441019|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|8|0|0|2|0|2|0|1|1|1|3|4|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0212I|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0101|INGENIERO RICARDO PAYRO JENE (POLO NORTE)|RURAL|BARRIO|0003|INGENIERO RICARDO PAYRO JENE (POLO NORTE) 1|CALLE NINGUNO|0|00000|18.317884|-89.446601|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|6|6|0|0|0|0|0|0|0|0|6|0|0|0|3|3|2|3|5|2|0|2|0|0|0|0|0|0|4|6|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0213H|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0101|INGENIERO RICARDO PAYRO JENE (POLO NORTE)|RURAL|CANTÓN|0004|INGENIERO RICARDO PAYRO JENE (POLO NORTE) 2|CALLE NINGUNO|0|00000|18.318593|-89.444782|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|0|7|0|0|2|1|3|1|0|1|2|1|3|0|0|0|0|0|0|5|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0214G|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0132|LEY DE FOMENTO AGROPECUARIO (LA MISTERIOSA)|RURAL|BARRIO|0003|LEY DE FOMENTO AGROPECUARIO (LA MISTERIOSA) 1|CALLE NINGUNO|0|00000|18.064054|-89.419176|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|8|11|0|0|0|0|0|0|0|0|11|0|0|0|0|0|1|3|4|1|2|3|0|1|1|0|0|0|2|6|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0215F|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0132|LEY DE FOMENTO AGROPECUARIO (LA MISTERIOSA)|RURAL|CANTÓN|0004|LEY DE FOMENTO AGROPECUARIO (LA MISTERIOSA) 2|CALLE NINGUNO|0|00000|18.064054|-89.419176|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|0|7|0|0|1|0|1|3|1|4|0|0|0|0|3|3|0|0|0|4|4|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0216E|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0139|LA LUCHA|RURAL|AEROPUERTO|0001|LA LUCHA|CALLE NINGUNO|0|24645|18.423089|-89.436760|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|1|6|0|0|0|0|0|0|0|0|6|0|0|2|2|4|2|0|2|0|0|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0217D|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0140|LA LUCHA|RURAL|AMPLIACIÓN|0002|LA LUCHA|CALLE NINGUNO|0|24645|18.306925|-89.187371|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|1|5|0|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0218C|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0141|EL MANANTIAL|RURAL|BARRIO|0003|EL MANANTIAL 1|CALLE NINGUNO|0|24645|18.258512|-89.379198|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|6|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|10/12/2025||
04FIC0219B|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0141|EL MANANTIAL|RURAL|CANTÓN|0004|EL MANANTIAL 2|CALLE NINGUNO|0|24645|18.257838|-89.377104|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|5|0|0|0|0|0|1|1|2|2|3|5|1|2|3|0|0|0|4|6|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0220R|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0142|MANUEL CASTILLA BRITO|RURAL|BARRIO|0003|MANUEL CASTILLA BRITO 1|CALLE NINGUNO|0|24645|18.358636|-89.441479|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|6|6|12|0|0|0|0|0|0|0|0|13|0|0|2|0|2|1|3|4|1|2|3|0|0|0|0|0|0|4|5|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0221Q|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0142|MANUEL CASTILLA BRITO|RURAL|CANTÓN|0004|MANUEL CASTILLA BRITO 2|CALLE NINGUNO|0|24645|18.359371|-89.440336|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|8|0|0|0|0|0|0|0|0|9|0|0|2|1|3|2|0|2|0|3|3|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0222P|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0152|NARCIZO MENDOZA|RURAL|BARRIO|0003|NARCISO MENDOZA 1|CALLE NINGUNO|0|24645|18.231344|-89.452746|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|6|7|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|1|1|1|1|2|0|2|2|0|0|0|1|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0223O|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0152|NARCIZO MENDOZA|RURAL|CANTÓN|0004|NARCISO MENDOZA 2|CALLE NINGUNO|0|24645|18.231344|-89.452746|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|5|2|7|0|0|0|0|0|0|0|0|7|0|0|0|2|2|2|1|3|0|0|0|2|0|2|0|0|0|4|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0225M|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0158|NUEVA VIDA|RURAL|CIUDAD|0005|NUEVA VIDA 1|CALLE NINGUNO|0|24644|18.803879|-89.369610|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|2|4|6|0|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|10|9|19|0|0|0|0|0|0|0|3|16|0|0|2|0|2|2|1|3|1|1|2|1|1|2|0|0|0|6|3|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0228J|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0165|NUEVO PROGRESO|RURAL|AEROPUERTO|0001|NUEVO PROGRESO|NINGUNO NINGUNO|0|00000|18.270308|-89.230083|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|2|0|2|0|0|0|1|1|2|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0229I|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0166|NUEVO SAN JOSÉ|RURAL|AEROPUERTO|0001|NUEVO SAN JOSÉ|CALLE NINGUNO|0|24646|18.059338|-89.402325|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|8|0|0|0|0|0|0|0|0|8|0|0|2|1|3|1|2|3|0|1|1|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0230Y|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0170|ONCE DE MAYO|RURAL|BARRIO|0003|ONCE DE MAYO 1|CALLE NINGUNO|0|24647|18.091300|-89.459604|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|1|4|0|0|0|1|1|1|1|2|1|1|2|2|0|2|0|0|0|4|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0231X|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0170|ONCE DE MAYO|RURAL|CANTÓN|0004|ONCE DE MAYO 2|CALLE NINGUNO|0|24647|18.089725|-89.461564|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|0|7|0|0|0|1|1|2|0|2|0|2|2|0|1|1|0|0|0|2|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0232W|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0191|PUEBLA DE MORELIA|RURAL|AEROPUERTO|0001|PUEBLA DE MORELIA|CALLE NINGUNO|0|24654|18.522594|-89.678572|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|3|0|0|1|2|3|1|1|2|2|0|2|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0233V|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0192|QUICHÉ DE LAS PAILAS|RURAL|CANTÓN|0004|QUCHÉ DE LAS PAILAS 1|CALLE NINGUNO|0|24646|18.073665|-89.339533|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|3|3|0|2|2|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0234U|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0192|QUICHÉ DE LAS PAILAS|RURAL|CIUDAD|0005|QUICHÉ DE LAS PAILAS 2|CALLE NINGUNO|0|24646|18.077405|-89.340155|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|9|0|0|3|0|3|2|1|3|0|1|1|0|0|0|0|0|0|5|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0235T|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0194|EL REFUGIO|RURAL|AEROPUERTO|0001|EL REFUGIO|CALLE NINGUNO|0|24644|18.803424|-89.372275|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|4|0|0|1|0|1|1|1|2|0|4|4|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0236S|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0209|KILÓMETRO CIENTO VEINTE|RURAL|AEROPUERTO|0001|KILÓMETRO CIENTO VEINTE|CALLE NINGUNO|0|00000|18.518728|-89.697465|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|1|1|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|8|0|0|0|0|0|3|2|5|1|2|3|0|0|0|0|0|0|4|4|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0239P|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0257|UNIÓN 20 DE JUNIO (MANCOLONA)|RURAL|BARRIO|0003|UNION 20 DE JUNIO (MANCOLONA) 1|CALLE NINGUNO|0|24644|18.810714|-89.291651|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|4|2|6|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|6|3|9|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|13|9|22|0|0|0|0|0|0|0|0|22|0|0|0|2|2|3|2|5|2|0|2|4|3|7|0|0|0|9|7|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|1|0|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
04FIC0240E|4|DISCONTINUO|CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE|04|CAMPECHE|04|CAMPECHE|010|CALAKMUL|0257|UNIÓN 20 DE JUNIO (MANCOLONA)|RURAL|CANTÓN|0004|UNION 20 DE JUNIO (MANCOLONA) 2|CALLE NINGUNO|0|24644|18.810724|-89.291661|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|5|9|0|0|0|0|0|0|0|0|9|0|0|0|0|0|4|2|6|0|3|3|2|0|2|0|0|0|6|5|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|0|0|1|0|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
